"","ROI","Area","Mean","Min","Max","Channel","Frame","Time","SensorName","ROIName"
"6938",3,1068.017,39.226,3,115,2,694,2079,"RFP","Airpore Old 3"
"6939",4,1068.017,38.383,3,104,2,694,2079,"RFP","Airpore Medium 1"
"6940",5,2248.08,46.471,0,255,2,694,2079,"RFP","background"
"6941",1,1068.017,8.395,0,36,1,695,2082,"GFP","Airpore Old 1"
"6942",2,1068.017,8.49,0,39,1,695,2082,"GFP","Airpore Old 2"
"6943",3,1068.017,8.086,0,43,1,695,2082,"GFP","Airpore Old 3"
"6944",4,1068.017,8.763,0,36,1,695,2082,"GFP","Airpore Medium 1"
"6945",5,2248.08,6.56,0,40,1,695,2082,"GFP","background"
"6946",1,1068.017,40.484,7,255,2,695,2082,"RFP","Airpore Old 1"
"6947",2,1068.017,40.086,7,235,2,695,2082,"RFP","Airpore Old 2"
"6948",3,1068.017,38.863,0,120,2,695,2082,"RFP","Airpore Old 3"
"6949",4,1068.017,38.27,7,100,2,695,2082,"RFP","Airpore Medium 1"
"6950",5,2248.08,46.492,3,239,2,695,2082,"RFP","background"
"6951",1,1068.017,8.496,0,45,1,696,2085,"GFP","Airpore Old 1"
"6952",2,1068.017,8.322,0,55,1,696,2085,"GFP","Airpore Old 2"
"6953",3,1068.017,7.894,0,35,1,696,2085,"GFP","Airpore Old 3"
"6954",4,1068.017,8.745,0,39,1,696,2085,"GFP","Airpore Medium 1"
"6955",5,2248.08,6.63,0,32,1,696,2085,"GFP","background"
"6956",1,1068.017,40.566,7,255,2,696,2085,"RFP","Airpore Old 1"
"6957",2,1068.017,39.954,3,100,2,696,2085,"RFP","Airpore Old 2"
"6958",3,1068.017,38.935,3,111,2,696,2085,"RFP","Airpore Old 3"
"6959",4,1068.017,38.055,7,113,2,696,2085,"RFP","Airpore Medium 1"
"6960",5,2248.08,46.178,3,255,2,696,2085,"RFP","background"
"6961",1,1068.017,8.393,0,43,1,697,2088,"GFP","Airpore Old 1"
"6962",2,1068.017,8.408,0,32,1,697,2088,"GFP","Airpore Old 2"
"6963",3,1068.017,7.897,0,39,1,697,2088,"GFP","Airpore Old 3"
"6964",4,1068.017,8.916,0,38,1,697,2088,"GFP","Airpore Medium 1"
"6965",5,2248.08,6.499,0,54,1,697,2088,"GFP","background"
"6966",1,1068.017,39.922,7,255,2,697,2088,"RFP","Airpore Old 1"
"6967",2,1068.017,39.792,3,175,2,697,2088,"RFP","Airpore Old 2"
"6968",3,1068.017,38.724,7,111,2,697,2088,"RFP","Airpore Old 3"
"6969",4,1068.017,37.877,7,99,2,697,2088,"RFP","Airpore Medium 1"
"6970",5,2248.08,46.236,3,255,2,697,2088,"RFP","background"
"6971",1,1068.017,8.428,0,43,1,698,2091,"GFP","Airpore Old 1"
"6972",2,1068.017,8.283,0,35,1,698,2091,"GFP","Airpore Old 2"
"6973",3,1068.017,7.976,0,35,1,698,2091,"GFP","Airpore Old 3"
"6974",4,1068.017,9.152,0,43,1,698,2091,"GFP","Airpore Medium 1"
"6975",5,2248.08,6.507,0,35,1,698,2091,"GFP","background"
"6976",1,1068.017,40.399,3,255,2,698,2091,"RFP","Airpore Old 1"
"6977",2,1068.017,40.123,7,108,2,698,2091,"RFP","Airpore Old 2"
"6978",3,1068.017,39.421,3,120,2,698,2091,"RFP","Airpore Old 3"
"6979",4,1068.017,38.077,7,105,2,698,2091,"RFP","Airpore Medium 1"
"6980",5,2248.08,46.196,3,255,2,698,2091,"RFP","background"
"6981",1,1068.017,8.984,0,58,1,699,2094,"GFP","Airpore Old 1"
"6982",2,1068.017,8.27,0,59,1,699,2094,"GFP","Airpore Old 2"
"6983",3,1068.017,8.027,0,35,1,699,2094,"GFP","Airpore Old 3"
"6984",4,1068.017,8.859,0,40,1,699,2094,"GFP","Airpore Medium 1"
"6985",5,2248.08,6.589,0,43,1,699,2094,"GFP","background"
"6986",1,1068.017,40.611,7,255,2,699,2094,"RFP","Airpore Old 1"
"6987",2,1068.017,39.923,7,145,2,699,2094,"RFP","Airpore Old 2"
"6988",3,1068.017,39.354,3,148,2,699,2094,"RFP","Airpore Old 3"
"6989",4,1068.017,37.584,7,111,2,699,2094,"RFP","Airpore Medium 1"
"6990",5,2248.08,46.037,3,255,2,699,2094,"RFP","background"
"6991",1,1068.017,9.366,0,69,1,700,2097,"GFP","Airpore Old 1"
"6992",2,1068.017,8.513,0,35,1,700,2097,"GFP","Airpore Old 2"
"6993",3,1068.017,7.982,0,36,1,700,2097,"GFP","Airpore Old 3"
"6994",4,1068.017,8.721,0,43,1,700,2097,"GFP","Airpore Medium 1"
"6995",5,2248.08,6.514,0,38,1,700,2097,"GFP","background"
"6996",1,1068.017,40.738,3,255,2,700,2097,"RFP","Airpore Old 1"
"6997",2,1068.017,39.631,7,100,2,700,2097,"RFP","Airpore Old 2"
"6998",3,1068.017,39.35,3,104,2,700,2097,"RFP","Airpore Old 3"
"6999",4,1068.017,38.358,7,115,2,700,2097,"RFP","Airpore Medium 1"
"7000",5,2248.08,46.308,7,255,2,700,2097,"RFP","background"
"7001",1,1068.017,9.56,0,71,1,701,2100,"GFP","Airpore Old 1"
"7002",2,1068.017,8.694,0,39,1,701,2100,"GFP","Airpore Old 2"
"7003",3,1068.017,8.091,0,35,1,701,2100,"GFP","Airpore Old 3"
"7004",4,1068.017,8.631,0,46,1,701,2100,"GFP","Airpore Medium 1"
"7005",5,2248.08,6.587,0,35,1,701,2100,"GFP","background"
"7006",1,1068.017,41.258,7,255,2,701,2100,"RFP","Airpore Old 1"
"7007",2,1068.017,40.247,7,95,2,701,2100,"RFP","Airpore Old 2"
"7008",3,1068.017,39.418,3,99,2,701,2100,"RFP","Airpore Old 3"
"7009",4,1068.017,37.853,3,114,2,701,2100,"RFP","Airpore Medium 1"
"7010",5,2248.08,46.276,3,231,2,701,2100,"RFP","background"
"7011",1,1068.017,9.157,0,47,1,702,2103,"GFP","Airpore Old 1"
"7012",2,1068.017,8.907,0,47,1,702,2103,"GFP","Airpore Old 2"
"7013",3,1068.017,8.338,0,43,1,702,2103,"GFP","Airpore Old 3"
"7014",4,1068.017,8.871,0,43,1,702,2103,"GFP","Airpore Medium 1"
"7015",5,2248.08,6.559,0,51,1,702,2103,"GFP","background"
"7016",1,1068.017,40.961,3,255,2,702,2103,"RFP","Airpore Old 1"
"7017",2,1068.017,40.052,7,110,2,702,2103,"RFP","Airpore Old 2"
"7018",3,1068.017,39.373,3,120,2,702,2103,"RFP","Airpore Old 3"
"7019",4,1068.017,38.125,7,153,2,702,2103,"RFP","Airpore Medium 1"
"7020",5,2248.08,46.634,3,218,2,702,2103,"RFP","background"
"7021",1,1068.017,8.817,0,46,1,703,2106,"GFP","Airpore Old 1"
"7022",2,1068.017,10.491,0,59,1,703,2106,"GFP","Airpore Old 2"
"7023",3,1068.017,8.469,0,48,1,703,2106,"GFP","Airpore Old 3"
"7024",4,1068.017,8.395,0,31,1,703,2106,"GFP","Airpore Medium 1"
"7025",5,2248.08,6.502,0,44,1,703,2106,"GFP","background"
"7026",1,1068.017,41.097,7,255,2,703,2106,"RFP","Airpore Old 1"
"7027",2,1068.017,40.543,7,128,2,703,2106,"RFP","Airpore Old 2"
"7028",3,1068.017,39.722,3,111,2,703,2106,"RFP","Airpore Old 3"
"7029",4,1068.017,37.817,3,111,2,703,2106,"RFP","Airpore Medium 1"
"7030",5,2248.08,46.085,3,255,2,703,2106,"RFP","background"
"7031",1,1068.017,8.629,0,43,1,704,2109,"GFP","Airpore Old 1"
"7032",2,1068.017,10.739,0,50,1,704,2109,"GFP","Airpore Old 2"
"7033",3,1068.017,8.488,0,59,1,704,2109,"GFP","Airpore Old 3"
"7034",4,1068.017,8.58,0,39,1,704,2109,"GFP","Airpore Medium 1"
"7035",5,2248.08,6.542,0,36,1,704,2109,"GFP","background"
"7036",1,1068.017,41.101,3,255,2,704,2109,"RFP","Airpore Old 1"
"7037",2,1068.017,40.046,7,135,2,704,2109,"RFP","Airpore Old 2"
"7038",3,1068.017,39.374,3,140,2,704,2109,"RFP","Airpore Old 3"
"7039",4,1068.017,37.787,3,173,2,704,2109,"RFP","Airpore Medium 1"
"7040",5,2248.08,46.596,3,253,2,704,2109,"RFP","background"
"7041",1,1068.017,8.806,0,46,1,705,2112,"GFP","Airpore Old 1"
"7042",2,1068.017,9.676,0,43,1,705,2112,"GFP","Airpore Old 2"
"7043",3,1068.017,8.557,0,35,1,705,2112,"GFP","Airpore Old 3"
"7044",4,1068.017,8.654,0,43,1,705,2112,"GFP","Airpore Medium 1"
"7045",5,2248.08,6.617,0,43,1,705,2112,"GFP","background"
"7046",1,1068.017,40.238,7,255,2,705,2112,"RFP","Airpore Old 1"
"7047",2,1068.017,40.923,7,100,2,705,2112,"RFP","Airpore Old 2"
"7048",3,1068.017,39.353,3,118,2,705,2112,"RFP","Airpore Old 3"
"7049",4,1068.017,37.673,3,100,2,705,2112,"RFP","Airpore Medium 1"
"7050",5,2248.08,46.737,3,255,2,705,2112,"RFP","background"
"7051",1,1068.017,8.787,0,48,1,706,2115,"GFP","Airpore Old 1"
"7052",2,1068.017,9.239,0,47,1,706,2115,"GFP","Airpore Old 2"
"7053",3,1068.017,8.34,0,46,1,706,2115,"GFP","Airpore Old 3"
"7054",4,1068.017,8.778,0,36,1,706,2115,"GFP","Airpore Medium 1"
"7055",5,2248.08,6.655,0,40,1,706,2115,"GFP","background"
"7056",1,1068.017,41.173,7,255,2,706,2115,"RFP","Airpore Old 1"
"7057",2,1068.017,40.501,3,123,2,706,2115,"RFP","Airpore Old 2"
"7058",3,1068.017,39.338,3,112,2,706,2115,"RFP","Airpore Old 3"
"7059",4,1068.017,38.343,7,96,2,706,2115,"RFP","Airpore Medium 1"
"7060",5,2248.08,46.543,7,244,2,706,2115,"RFP","background"
"7061",1,1068.017,8.527,0,51,1,707,2118,"GFP","Airpore Old 1"
"7062",2,1068.017,9.39,0,47,1,707,2118,"GFP","Airpore Old 2"
"7063",3,1068.017,8.156,0,47,1,707,2118,"GFP","Airpore Old 3"
"7064",4,1068.017,8.858,0,35,1,707,2118,"GFP","Airpore Medium 1"
"7065",5,2248.08,6.582,0,40,1,707,2118,"GFP","background"
"7066",1,1068.017,40.697,7,255,2,707,2118,"RFP","Airpore Old 1"
"7067",2,1068.017,40.345,11,112,2,707,2118,"RFP","Airpore Old 2"
"7068",3,1068.017,39.544,3,109,2,707,2118,"RFP","Airpore Old 3"
"7069",4,1068.017,37.74,3,113,2,707,2118,"RFP","Airpore Medium 1"
"7070",5,2248.08,46.78,3,237,2,707,2118,"RFP","background"
"7071",1,1068.017,8.229,0,48,1,708,2121,"GFP","Airpore Old 1"
"7072",2,1068.017,9.708,0,43,1,708,2121,"GFP","Airpore Old 2"
"7073",3,1068.017,8.121,0,36,1,708,2121,"GFP","Airpore Old 3"
"7074",4,1068.017,8.705,0,35,1,708,2121,"GFP","Airpore Medium 1"
"7075",5,2248.08,6.66,0,35,1,708,2121,"GFP","background"
"7076",1,1068.017,41.07,7,255,2,708,2121,"RFP","Airpore Old 1"
"7077",2,1068.017,40.736,8,117,2,708,2121,"RFP","Airpore Old 2"
"7078",3,1068.017,39.643,3,115,2,708,2121,"RFP","Airpore Old 3"
"7079",4,1068.017,37.986,7,119,2,708,2121,"RFP","Airpore Medium 1"
"7080",5,2248.08,46.732,7,216,2,708,2121,"RFP","background"
"7081",1,1068.017,8.234,0,44,1,709,2124,"GFP","Airpore Old 1"
"7082",2,1068.017,9.516,0,39,1,709,2124,"GFP","Airpore Old 2"
"7083",3,1068.017,8.267,0,49,1,709,2124,"GFP","Airpore Old 3"
"7084",4,1068.017,8.685,0,48,1,709,2124,"GFP","Airpore Medium 1"
"7085",5,2248.08,6.673,0,40,1,709,2124,"GFP","background"
"7086",1,1068.017,40.89,7,255,2,709,2124,"RFP","Airpore Old 1"
"7087",2,1068.017,40.554,8,149,2,709,2124,"RFP","Airpore Old 2"
"7088",3,1068.017,39.641,7,124,2,709,2124,"RFP","Airpore Old 3"
"7089",4,1068.017,37.839,7,105,2,709,2124,"RFP","Airpore Medium 1"
"7090",5,2248.08,46.508,3,231,2,709,2124,"RFP","background"
"7091",1,1068.017,8.423,0,39,1,710,2127,"GFP","Airpore Old 1"
"7092",2,1068.017,8.917,0,39,1,710,2127,"GFP","Airpore Old 2"
"7093",3,1068.017,8.239,0,39,1,710,2127,"GFP","Airpore Old 3"
"7094",4,1068.017,8.972,0,43,1,710,2127,"GFP","Airpore Medium 1"
"7095",5,2248.08,6.571,0,35,1,710,2127,"GFP","background"
"7096",1,1068.017,40.969,7,244,2,710,2127,"RFP","Airpore Old 1"
"7097",2,1068.017,40.479,7,178,2,710,2127,"RFP","Airpore Old 2"
"7098",3,1068.017,39.248,3,142,2,710,2127,"RFP","Airpore Old 3"
"7099",4,1068.017,37.975,7,106,2,710,2127,"RFP","Airpore Medium 1"
"7100",5,2248.08,46.474,3,209,2,710,2127,"RFP","background"
"7101",1,1068.017,8.364,0,54,1,711,2130,"GFP","Airpore Old 1"
"7102",2,1068.017,8.494,0,39,1,711,2130,"GFP","Airpore Old 2"
"7103",3,1068.017,8.412,0,54,1,711,2130,"GFP","Airpore Old 3"
"7104",4,1068.017,9.386,0,35,1,711,2130,"GFP","Airpore Medium 1"
"7105",5,2248.08,6.557,0,39,1,711,2130,"GFP","background"
"7106",1,1068.017,40.981,7,255,2,711,2130,"RFP","Airpore Old 1"
"7107",2,1068.017,40.488,3,102,2,711,2130,"RFP","Airpore Old 2"
"7108",3,1068.017,39.141,3,147,2,711,2130,"RFP","Airpore Old 3"
"7109",4,1068.017,37.926,7,153,2,711,2130,"RFP","Airpore Medium 1"
"7110",5,2248.08,46.121,0,231,2,711,2130,"RFP","background"
"7111",1,1068.017,8.381,0,39,1,712,2133,"GFP","Airpore Old 1"
"7112",2,1068.017,8.542,0,40,1,712,2133,"GFP","Airpore Old 2"
"7113",3,1068.017,8.722,0,47,1,712,2133,"GFP","Airpore Old 3"
"7114",4,1068.017,9.3,0,43,1,712,2133,"GFP","Airpore Medium 1"
"7115",5,2248.08,6.563,0,35,1,712,2133,"GFP","background"
"7116",1,1068.017,40.427,7,240,2,712,2133,"RFP","Airpore Old 1"
"7117",2,1068.017,40.096,3,99,2,712,2133,"RFP","Airpore Old 2"
"7118",3,1068.017,38.73,3,116,2,712,2133,"RFP","Airpore Old 3"
"7119",4,1068.017,38.088,7,102,2,712,2133,"RFP","Airpore Medium 1"
"7120",5,2248.08,46.138,3,211,2,712,2133,"RFP","background"
"7121",1,1068.017,8.253,0,46,1,713,2136,"GFP","Airpore Old 1"
"7122",2,1068.017,8.412,0,35,1,713,2136,"GFP","Airpore Old 2"
"7123",3,1068.017,8.94,0,45,1,713,2136,"GFP","Airpore Old 3"
"7124",4,1068.017,9.129,0,56,1,713,2136,"GFP","Airpore Medium 1"
"7125",5,2248.08,6.609,0,50,1,713,2136,"GFP","background"
"7126",1,1068.017,40.852,7,255,2,713,2136,"RFP","Airpore Old 1"
"7127",2,1068.017,39.814,7,108,2,713,2136,"RFP","Airpore Old 2"
"7128",3,1068.017,38.99,0,119,2,713,2136,"RFP","Airpore Old 3"
"7129",4,1068.017,38.308,3,110,2,713,2136,"RFP","Airpore Medium 1"
"7130",5,2248.08,46.498,3,255,2,713,2136,"RFP","background"
"7131",1,1068.017,8.331,0,40,1,714,2139,"GFP","Airpore Old 1"
"7132",2,1068.017,8.417,0,38,1,714,2139,"GFP","Airpore Old 2"
"7133",3,1068.017,8.571,0,34,1,714,2139,"GFP","Airpore Old 3"
"7134",4,1068.017,8.916,0,38,1,714,2139,"GFP","Airpore Medium 1"
"7135",5,2248.08,6.525,0,39,1,714,2139,"GFP","background"
"7136",1,1068.017,40.324,3,255,2,714,2139,"RFP","Airpore Old 1"
"7137",2,1068.017,40.035,7,106,2,714,2139,"RFP","Airpore Old 2"
"7138",3,1068.017,39.214,3,116,2,714,2139,"RFP","Airpore Old 3"
"7139",4,1068.017,37.701,3,157,2,714,2139,"RFP","Airpore Medium 1"
"7140",5,2248.08,46.219,3,233,2,714,2139,"RFP","background"
"7141",1,1068.017,8.248,0,35,1,715,2142,"GFP","Airpore Old 1"
"7142",2,1068.017,8.599,0,35,1,715,2142,"GFP","Airpore Old 2"
"7143",3,1068.017,8.716,0,39,1,715,2142,"GFP","Airpore Old 3"
"7144",4,1068.017,8.937,0,36,1,715,2142,"GFP","Airpore Medium 1"
"7145",5,2248.08,6.495,0,43,1,715,2142,"GFP","background"
"7146",1,1068.017,40.564,3,255,2,715,2142,"RFP","Airpore Old 1"
"7147",2,1068.017,40.052,3,103,2,715,2142,"RFP","Airpore Old 2"
"7148",3,1068.017,39.378,3,128,2,715,2142,"RFP","Airpore Old 3"
"7149",4,1068.017,37.689,3,99,2,715,2142,"RFP","Airpore Medium 1"
"7150",5,2248.08,46.397,3,243,2,715,2142,"RFP","background"
"7151",1,1068.017,8.413,0,38,1,716,2145,"GFP","Airpore Old 1"
"7152",2,1068.017,8.355,0,66,1,716,2145,"GFP","Airpore Old 2"
"7153",3,1068.017,8.488,0,44,1,716,2145,"GFP","Airpore Old 3"
"7154",4,1068.017,9.02,0,47,1,716,2145,"GFP","Airpore Medium 1"
"7155",5,2248.08,6.565,0,47,1,716,2145,"GFP","background"
"7156",1,1068.017,40.722,7,255,2,716,2145,"RFP","Airpore Old 1"
"7157",2,1068.017,40.536,7,125,2,716,2145,"RFP","Airpore Old 2"
"7158",3,1068.017,39.666,3,116,2,716,2145,"RFP","Airpore Old 3"
"7159",4,1068.017,38.014,3,96,2,716,2145,"RFP","Airpore Medium 1"
"7160",5,2248.08,46.513,3,229,2,716,2145,"RFP","background"
"7161",1,1068.017,8.402,0,39,1,717,2148,"GFP","Airpore Old 1"
"7162",2,1068.017,8.323,0,42,1,717,2148,"GFP","Airpore Old 2"
"7163",3,1068.017,8.581,0,46,1,717,2148,"GFP","Airpore Old 3"
"7164",4,1068.017,8.807,0,35,1,717,2148,"GFP","Airpore Medium 1"
"7165",5,2248.08,6.499,0,38,1,717,2148,"GFP","background"
"7166",1,1068.017,40.668,3,255,2,717,2148,"RFP","Airpore Old 1"
"7167",2,1068.017,40.186,7,168,2,717,2148,"RFP","Airpore Old 2"
"7168",3,1068.017,39.637,3,138,2,717,2148,"RFP","Airpore Old 3"
"7169",4,1068.017,37.867,3,106,2,717,2148,"RFP","Airpore Medium 1"
"7170",5,2248.08,46.506,3,255,2,717,2148,"RFP","background"
"7171",1,1068.017,8.366,0,35,1,718,2151,"GFP","Airpore Old 1"
"7172",2,1068.017,8.368,0,35,1,718,2151,"GFP","Airpore Old 2"
"7173",3,1068.017,8.351,0,40,1,718,2151,"GFP","Airpore Old 3"
"7174",4,1068.017,8.86,0,40,1,718,2151,"GFP","Airpore Medium 1"
"7175",5,2248.08,6.549,0,40,1,718,2151,"GFP","background"
"7176",1,1068.017,40.852,3,255,2,718,2151,"RFP","Airpore Old 1"
"7177",2,1068.017,40.401,8,140,2,718,2151,"RFP","Airpore Old 2"
"7178",3,1068.017,39.022,3,114,2,718,2151,"RFP","Airpore Old 3"
"7179",4,1068.017,38.413,7,99,2,718,2151,"RFP","Airpore Medium 1"
"7180",5,2248.08,46.488,3,249,2,718,2151,"RFP","background"
"7181",1,1068.017,8.16,0,47,1,719,2154,"GFP","Airpore Old 1"
"7182",2,1068.017,8.226,0,35,1,719,2154,"GFP","Airpore Old 2"
"7183",3,1068.017,8.169,0,40,1,719,2154,"GFP","Airpore Old 3"
"7184",4,1068.017,8.799,0,36,1,719,2154,"GFP","Airpore Medium 1"
"7185",5,2248.08,6.376,0,35,1,719,2154,"GFP","background"
"7186",1,1068.017,41.152,3,255,2,719,2154,"RFP","Airpore Old 1"
"7187",2,1068.017,40.143,3,100,2,719,2154,"RFP","Airpore Old 2"
"7188",3,1068.017,39.755,3,110,2,719,2154,"RFP","Airpore Old 3"
"7189",4,1068.017,37.89,3,96,2,719,2154,"RFP","Airpore Medium 1"
"7190",5,2248.08,46.435,3,221,2,719,2154,"RFP","background"
"7191",1,1068.017,8.366,0,43,1,720,2157,"GFP","Airpore Old 1"
"7192",2,1068.017,8.291,0,35,1,720,2157,"GFP","Airpore Old 2"
"7193",3,1068.017,8.133,0,40,1,720,2157,"GFP","Airpore Old 3"
"7194",4,1068.017,8.672,0,43,1,720,2157,"GFP","Airpore Medium 1"
"7195",5,2248.08,6.475,0,53,1,720,2157,"GFP","background"
"7196",1,1068.017,40.974,7,255,2,720,2157,"RFP","Airpore Old 1"
"7197",2,1068.017,40.175,11,102,2,720,2157,"RFP","Airpore Old 2"
"7198",3,1068.017,39.424,3,118,2,720,2157,"RFP","Airpore Old 3"
"7199",4,1068.017,37.732,0,104,2,720,2157,"RFP","Airpore Medium 1"
"7200",5,2248.08,46.226,3,255,2,720,2157,"RFP","background"
"7201",1,1068.017,8.444,0,35,1,721,2160,"GFP","Airpore Old 1"
"7202",2,1068.017,8.313,0,43,1,721,2160,"GFP","Airpore Old 2"
"7203",3,1068.017,8.043,0,34,1,721,2160,"GFP","Airpore Old 3"
"7204",4,1068.017,8.563,0,32,1,721,2160,"GFP","Airpore Medium 1"
"7205",5,2248.08,6.516,0,36,1,721,2160,"GFP","background"
"7206",1,1068.017,40.927,3,222,2,721,2160,"RFP","Airpore Old 1"
"7207",2,1068.017,40.031,7,113,2,721,2160,"RFP","Airpore Old 2"
"7208",3,1068.017,39.217,3,103,2,721,2160,"RFP","Airpore Old 3"
"7209",4,1068.017,38.333,7,108,2,721,2160,"RFP","Airpore Medium 1"
"7210",5,2248.08,46.238,7,234,2,721,2160,"RFP","background"
"7211",1,1068.017,8.41,0,39,1,722,2163,"GFP","Airpore Old 1"
"7212",2,1068.017,8.217,0,47,1,722,2163,"GFP","Airpore Old 2"
"7213",3,1068.017,8.183,0,36,1,722,2163,"GFP","Airpore Old 3"
"7214",4,1068.017,8.571,0,35,1,722,2163,"GFP","Airpore Medium 1"
"7215",5,2248.08,6.567,0,42,1,722,2163,"GFP","background"
"7216",1,1068.017,41.118,7,255,2,722,2163,"RFP","Airpore Old 1"
"7217",2,1068.017,40.13,7,109,2,722,2163,"RFP","Airpore Old 2"
"7218",3,1068.017,39.339,3,108,2,722,2163,"RFP","Airpore Old 3"
"7219",4,1068.017,37.993,3,99,2,722,2163,"RFP","Airpore Medium 1"
"7220",5,2248.08,46.718,3,255,2,722,2163,"RFP","background"
"7221",1,1068.017,8.639,0,56,1,723,2166,"GFP","Airpore Old 1"
"7222",2,1068.017,8.206,0,36,1,723,2166,"GFP","Airpore Old 2"
"7223",3,1068.017,8.236,0,43,1,723,2166,"GFP","Airpore Old 3"
"7224",4,1068.017,8.444,0,43,1,723,2166,"GFP","Airpore Medium 1"
"7225",5,2248.08,6.536,0,42,1,723,2166,"GFP","background"
"7226",1,1068.017,41.151,8,255,2,723,2166,"RFP","Airpore Old 1"
"7227",2,1068.017,41.012,7,140,2,723,2166,"RFP","Airpore Old 2"
"7228",3,1068.017,39.411,3,111,2,723,2166,"RFP","Airpore Old 3"
"7229",4,1068.017,37.61,3,95,2,723,2166,"RFP","Airpore Medium 1"
"7230",5,2248.08,46.517,0,231,2,723,2166,"RFP","background"
"7231",1,1068.017,8.445,0,39,1,724,2169,"GFP","Airpore Old 1"
"7232",2,1068.017,8.41,0,35,1,724,2169,"GFP","Airpore Old 2"
"7233",3,1068.017,8.543,0,35,1,724,2169,"GFP","Airpore Old 3"
"7234",4,1068.017,8.546,0,41,1,724,2169,"GFP","Airpore Medium 1"
"7235",5,2248.08,6.553,0,31,1,724,2169,"GFP","background"
"7236",1,1068.017,40.935,3,255,2,724,2169,"RFP","Airpore Old 1"
"7237",2,1068.017,40.779,3,112,2,724,2169,"RFP","Airpore Old 2"
"7238",3,1068.017,39.172,3,117,2,724,2169,"RFP","Airpore Old 3"
"7239",4,1068.017,37.632,7,102,2,724,2169,"RFP","Airpore Medium 1"
"7240",5,2248.08,46.69,3,255,2,724,2169,"RFP","background"
"7241",1,1068.017,8.387,0,34,1,725,2172,"GFP","Airpore Old 1"
"7242",2,1068.017,8.375,0,39,1,725,2172,"GFP","Airpore Old 2"
"7243",3,1068.017,8.42,0,39,1,725,2172,"GFP","Airpore Old 3"
"7244",4,1068.017,8.698,0,39,1,725,2172,"GFP","Airpore Medium 1"
"7245",5,2248.08,6.487,0,62,1,725,2172,"GFP","background"
"7246",1,1068.017,40.897,3,255,2,725,2172,"RFP","Airpore Old 1"
"7247",2,1068.017,40.265,7,112,2,725,2172,"RFP","Airpore Old 2"
"7248",3,1068.017,39.177,3,255,2,725,2172,"RFP","Airpore Old 3"
"7249",4,1068.017,37.827,3,102,2,725,2172,"RFP","Airpore Medium 1"
"7250",5,2248.08,46.21,3,255,2,725,2172,"RFP","background"
"7251",1,1068.017,8.433,0,45,1,726,2175,"GFP","Airpore Old 1"
"7252",2,1068.017,8.382,0,43,1,726,2175,"GFP","Airpore Old 2"
"7253",3,1068.017,8.442,0,39,1,726,2175,"GFP","Airpore Old 3"
"7254",4,1068.017,8.794,0,39,1,726,2175,"GFP","Airpore Medium 1"
"7255",5,2248.08,6.634,0,36,1,726,2175,"GFP","background"
"7256",1,1068.017,40.135,7,241,2,726,2175,"RFP","Airpore Old 1"
"7257",2,1068.017,40.463,3,95,2,726,2175,"RFP","Airpore Old 2"
"7258",3,1068.017,39.326,3,112,2,726,2175,"RFP","Airpore Old 3"
"7259",4,1068.017,38.025,3,118,2,726,2175,"RFP","Airpore Medium 1"
"7260",5,2248.08,46.511,3,245,2,726,2175,"RFP","background"
"7261",1,1068.017,8.305,0,46,1,727,2178,"GFP","Airpore Old 1"
"7262",2,1068.017,8.156,0,40,1,727,2178,"GFP","Airpore Old 2"
"7263",3,1068.017,7.907,0,43,1,727,2178,"GFP","Airpore Old 3"
"7264",4,1068.017,8.632,0,42,1,727,2178,"GFP","Airpore Medium 1"
"7265",5,2248.08,6.656,0,35,1,727,2178,"GFP","background"
"7266",1,1068.017,40.378,8,255,2,727,2178,"RFP","Airpore Old 1"
"7267",2,1068.017,40.116,7,106,2,727,2178,"RFP","Airpore Old 2"
"7268",3,1068.017,39.122,0,141,2,727,2178,"RFP","Airpore Old 3"
"7269",4,1068.017,37.885,7,102,2,727,2178,"RFP","Airpore Medium 1"
"7270",5,2248.08,46.569,7,243,2,727,2178,"RFP","background"
"7271",1,1068.017,8.357,0,39,1,728,2181,"GFP","Airpore Old 1"
"7272",2,1068.017,8.41,0,39,1,728,2181,"GFP","Airpore Old 2"
"7273",3,1068.017,8.08,0,44,1,728,2181,"GFP","Airpore Old 3"
"7274",4,1068.017,8.606,0,42,1,728,2181,"GFP","Airpore Medium 1"
"7275",5,2248.08,6.587,0,39,1,728,2181,"GFP","background"
"7276",1,1068.017,41.176,3,255,2,728,2181,"RFP","Airpore Old 1"
"7277",2,1068.017,40.21,3,101,2,728,2181,"RFP","Airpore Old 2"
"7278",3,1068.017,39.088,3,106,2,728,2181,"RFP","Airpore Old 3"
"7279",4,1068.017,37.676,3,96,2,728,2181,"RFP","Airpore Medium 1"
"7280",5,2248.08,45.941,3,255,2,728,2181,"RFP","background"
"7281",1,1068.017,8.344,0,43,1,729,2184,"GFP","Airpore Old 1"
"7282",2,1068.017,8.134,0,43,1,729,2184,"GFP","Airpore Old 2"
"7283",3,1068.017,8.052,0,43,1,729,2184,"GFP","Airpore Old 3"
"7284",4,1068.017,8.669,0,36,1,729,2184,"GFP","Airpore Medium 1"
"7285",5,2248.08,6.579,0,44,1,729,2184,"GFP","background"
"7286",1,1068.017,40.307,7,255,2,729,2184,"RFP","Airpore Old 1"
"7287",2,1068.017,40.251,12,116,2,729,2184,"RFP","Airpore Old 2"
